date,generation_type,megawatt_hours
2013-01,hydraulic turbine,3111938.0
2013-01,nuclear steam turbine,8060537.0
2013-01,other types of electricity generation,0.0
2013-01,solar,7842.0
2013-01,wind power turbine,396515.0
2013-02,combustible fuels,1626798.0
2013-02,hydraulic turbine,2875037.0
2013-02,nuclear steam turbine,6803441.0
2013-02,other types of electricity generation,0.0
2013-02,solar,9809.0
2013-02,wind power turbine,303115.0
2013-03,combustible fuels,1648248.0
2013-03,hydraulic turbine,3126798.0
2013-03,nuclear steam turbine,7144104.0
2013-03,other types of electricity generation,340.0
2013-03,solar,16421.0
2013-03,wind power turbine,314873.0
2013-04,combustible fuels,1245834.0
2013-04,hydraulic turbine,2918584.0
2013-04,nuclear steam turbine,7278606.0
2013-04,other types of electricity generation,402.0
2013-04,solar,18869.0
2013-04,wind power turbine,364389.0
2013-05,combustible fuels,1094163.0
2013-05,hydraulic turbine,3425071.0
2013-05,nuclear steam turbine,7280247.0
2013-05,other types of electricity generation,0.0
2013-05,solar,29385.0
2013-05,wind power turbine,273596.0
2013-06,combustible fuels,1146192.0
2013-06,hydraulic turbine,3286671.0
2013-06,nuclear steam turbine,7558098.0
2013-06,other types of electricity generation,0.0
2013-06,solar,29159.0
2013-06,wind power turbine,152253.0
2013-07,combustible fuels,1634631.0
2013-07,hydraulic turbine,2915864.0
2013-07,nuclear steam turbine,8400638.0
2013-07,other types of electricity generation,0.0
2013-07,solar,29432.0
2013-07,wind power turbine,137524.0
2013-08,combustible fuels,1368965.0
2013-08,hydraulic turbine,3001472.0
2013-08,nuclear steam turbine,8395378.0
2013-08,other types of electricity generation,1600.0
2013-08,solar,30068.0
2013-08,wind power turbine,144428.0
2013-09,combustible fuels,1045330.0
2013-09,hydraulic turbine,2729990.0
2013-09,nuclear steam turbine,7784105.0
2013-09,other types of electricity generation,1230.0
2013-09,solar,27093.0
2013-09,wind power turbine,191155.0
2013-10,combustible fuels,1081543.0
2013-10,hydraulic turbine,2965023.0
2013-10,nuclear steam turbine,7882184.0
2013-10,other types of electricity generation,0.0
2013-10,solar,22466.0
2013-10,wind power turbine,270268.0
2013-11,combustible fuels,1111851.0
2013-11,hydraulic turbine,2996166.0
2013-11,nuclear steam turbine,8111517.0
2013-11,other types of electricity generation,0.0
2013-11,solar,12412.0
2013-11,wind power turbine,423945.0
2013-12,combustible fuels,1270510.0
2013-12,hydraulic turbine,3344684.0
2013-12,nuclear steam turbine,8414786.0
2013-12,other types of electricity generation,0.0
2013-12,solar,6948.0
2013-12,wind power turbine,301476.0
2014-01,combustible fuels,1283806.0
2014-01,hydraulic turbine,3279163.0
2014-01,nuclear steam turbine,8197484.0
2014-01,other types of electricity generation,0.0
2014-01,solar,9593.0
2014-01,wind power turbine,436660.0
2014-02,combustible fuels,1030105.0
2014-02,hydraulic turbine,3089068.0
2014-02,nuclear steam turbine,7084261.0
2014-02,other types of electricity generation,0.0
2014-02,solar,13414.0
2014-02,wind power turbine,285387.0
2014-03,combustible fuels,1042514.0
2014-03,hydraulic turbine,2958032.0
2014-03,nuclear steam turbine,7937734.0
2014-03,other types of electricity generation,0.0
2014-03,solar,22029.0
2014-03,wind power turbine,352236.0
2014-04,combustible fuels,869174.0
2014-04,hydraulic turbine,3055444.0
2014-04,nuclear steam turbine,6987879.0
2014-04,other types of electricity generation,0.0
2014-04,solar,24829.0
2014-04,wind power turbine,328243.0
2014-05,combustible fuels,803006.0
2014-05,hydraulic turbine,3514997.0
2014-05,nuclear steam turbine,7461267.0
2014-05,other types of electricity generation,0.0
2014-05,solar,26258.0
2014-05,wind power turbine,217644.0
2014-06,combustible fuels,836843.0
2014-06,hydraulic turbine,3161787.0
2014-06,nuclear steam turbine,7956318.0
2014-06,other types of electricity generation,0.0
2014-06,solar,31812.0
2014-06,wind power turbine,159829.0
2014-07,combustible fuels,843931.0
2014-07,hydraulic turbine,3032630.0
2014-07,nuclear steam turbine,8339003.0
2014-07,other types of electricity generation,0.0
2014-07,solar,29994.0
2014-07,wind power turbine,173357.0
2014-08,combustible fuels,843098.0
2014-08,hydraulic turbine,2912590.0
2014-08,nuclear steam turbine,8584993.0
2014-08,other types of electricity generation,0.0
2014-08,solar,30049.0
2014-08,wind power turbine,143673.0
2014-09,combustible fuels,703382.0
2014-09,hydraulic turbine,2989403.0
2014-09,nuclear steam turbine,8540442.0
2014-09,other types of electricity generation,0.0
2014-09,solar,25597.0
2014-09,wind power turbine,182783.0
2014-10,combustible fuels,823661.0
2014-10,hydraulic turbine,2958019.0
2014-10,nuclear steam turbine,8099713.0
2014-10,other types of electricity generation,0.0
2014-10,solar,19461.0
2014-10,wind power turbine,273208.0
2014-11,combustible fuels,924167.0
2014-11,hydraulic turbine,3131382.0
2014-11,nuclear steam turbine,8329505.0
2014-11,other types of electricity generation,0.0
2014-11,solar,11331.0
2014-11,wind power turbine,365451.0
2014-12,combustible fuels,939683.0
2014-12,hydraulic turbine,3470340.0
2014-12,nuclear steam turbine,8676988.0
2014-12,other types of electricity generation,0.0
2014-12,solar,7077.0
2014-12,wind power turbine,289885.0
2015-01,combustible fuels,950321.0
2015-01,hydraulic turbine,3582098.0
2015-01,nuclear steam turbine,8687856.0
2015-01,other types of electricity generation,0.0
2015-01,solar,11257.0
2015-01,wind power turbine,370632.0
2015-02,combustible fuels,1000017.0
2015-02,hydraulic turbine,3016134.0
2015-02,nuclear steam turbine,7859983.0
2015-02,other types of electricity generation,0.0
2015-02,solar,14463.0
2015-02,wind power turbine,262524.0
2015-03,combustible fuels,900158.0
2015-03,hydraulic turbine,3098898.0
2015-03,nuclear steam turbine,8946793.0
2015-03,other types of electricity generation,0.0
2015-03,solar,12140.0
2015-03,wind power turbine,264295.0
2015-04,combustible fuels,767272.0
2015-04,hydraulic turbine,2973920.0
2015-04,nuclear steam turbine,7577239.0
2015-04,other types of electricity generation,0.0
2015-04,solar,25538.0
2015-04,wind power turbine,301121.0
2015-05,combustible fuels,718753.0
2015-05,hydraulic turbine,3344014.0
2015-05,nuclear steam turbine,7558588.0
2015-05,other types of electricity generation,0.0
2015-05,solar,29134.0
2015-05,wind power turbine,219691.0
2015-06,combustible fuels,735756.0
2015-06,hydraulic turbine,3178893.0
2015-06,nuclear steam turbine,7805645.0
2015-06,other types of electricity generation,0.0
2015-06,solar,28737.0
2015-06,wind power turbine,159517.0
2015-07,combustible fuels,797756.0
2015-07,hydraulic turbine,3056007.0
2015-07,nuclear steam turbine,8520974.0
2015-07,other types of electricity generation,0.0
2015-07,solar,31620.0
2015-07,wind power turbine,129997.0
2015-08,combustible fuels,790970.0
2015-08,hydraulic turbine,2203948.0
2015-08,nuclear steam turbine,8596189.0
2015-08,other types of electricity generation,0.0
2015-08,solar,31496.0
2015-08,wind power turbine,148043.0
2015-09,combustible fuels,794483.0
2015-09,hydraulic turbine,2696868.0
2015-09,nuclear steam turbine,6603550.0
2015-09,other types of electricity generation,0.0
2015-09,solar,27584.0
2015-09,wind power turbine,185905.0
2015-10,combustible fuels,822137.0
2015-10,hydraulic turbine,2619801.0
2015-10,nuclear steam turbine,5921369.0
2015-10,other types of electricity generation,0.0
2015-10,solar,21070.0
2015-10,wind power turbine,332680.0
2015-11,combustible fuels,758729.0
2015-11,hydraulic turbine,2896807.0
2015-11,nuclear steam turbine,7976355.0
2015-11,other types of electricity generation,0.0
2015-11,solar,17278.0
2015-11,wind power turbine,326829.0
2015-12,combustible fuels,793945.0
2015-12,hydraulic turbine,3222257.0
2015-12,nuclear steam turbine,8043397.0
2015-12,other types of electricity generation,0.0
2015-12,solar,8498.0
2015-12,wind power turbine,321277.0
2016-01,combustible fuels,1387401.0
2016-01,hydraulic turbine,3544699.0
2016-01,nuclear steam turbine,8433834.0
2016-01,other types of electricity generation,0.0
2016-01,solar,62903.0
2016-01,wind power turbine,1285619.0
2016-02,combustible fuels,1288688.0
2016-02,hydraulic turbine,3365525.0
2016-02,nuclear steam turbine,7818067.0
2016-02,other types of electricity generation,0.0
2016-02,solar,80501.0
2016-02,wind power turbine,1059386.0
2016-03,combustible fuels,1250724.0
2016-03,hydraulic turbine,3403377.0
2016-03,nuclear steam turbine,7696686.0
2016-03,other types of electricity generation,0.0
2016-03,solar,108205.0
2016-03,wind power turbine,787487.0
2016-04,combustible fuels,1078148.0
2016-04,hydraulic turbine,3350370.0
2016-04,nuclear steam turbine,6882949.0
2016-04,other types of electricity generation,0.0
2016-04,solar,154361.0
2016-04,wind power turbine,686061.0
2016-05,combustible fuels,1355196.0
2016-05,hydraulic turbine,3494212.0
2016-05,nuclear steam turbine,6099520.0
2016-05,other types of electricity generation,0.0
2016-05,solar,224847.0
2016-05,wind power turbine,712223.0
2016-06,combustible fuels,1258158.0
2016-06,hydraulic turbine,3086882.0
2016-06,nuclear steam turbine,7282308.0
2016-06,other types of electricity generation,0.0
2016-06,solar,237225.0
2016-06,wind power turbine,703837.0
2016-07,combustible fuels,1842623.0
2016-07,hydraulic turbine,2819312.0
2016-07,nuclear steam turbine,8209799.0
2016-07,other types of electricity generation,0.0
2016-07,solar,224614.0
2016-07,wind power turbine,596773.0
2016-08,combustible fuels,2345568.0
2016-08,hydraulic turbine,2754729.0
2016-08,nuclear steam turbine,8043289.0
2016-08,other types of electricity generation,0.0
2016-08,solar,222262.0
2016-08,wind power turbine,607051.0
2016-09,combustible fuels,1418123.0
2016-09,hydraulic turbine,2608392.0
2016-09,nuclear steam turbine,7658879.0
2016-09,other types of electricity generation,0.0
2016-09,solar,186954.0
2016-09,wind power turbine,666117.0
2016-10,combustible fuels,1158367.0
2016-10,hydraulic turbine,2719238.0
2016-10,nuclear steam turbine,7685743.0
2016-10,other types of electricity generation,0.0
2016-10,solar,136861.0
2016-10,wind power turbine,879172.0
2016-11,combustible fuels,1310516.0
2016-11,hydraulic turbine,2615368.0
2016-11,nuclear steam turbine,7486635.0
2016-11,other types of electricity generation,0.0
2016-11,solar,103041.0
2016-11,wind power turbine,1060246.0
2016-12,combustible fuels,1296810.0
2016-12,hydraulic turbine,2915080.0
2016-12,nuclear steam turbine,7844763.0
2016-12,other types of electricity generation,0.0
2016-12,solar,43549.0
2016-12,wind power turbine,1572844.0
2017-01,combustible fuels,897101.0
2017-01,hydraulic turbine,3321065.0
2017-01,nuclear steam turbine,8388243.0
2017-01,other types of electricity generation,0.0
2017-01,solar,53923.0
2017-01,wind power turbine,1081256.0
2017-02,combustible fuels,740352.0
2017-02,hydraulic turbine,3121167.0
2017-02,nuclear steam turbine,6810519.0
2017-02,other types of electricity generation,0.0
2017-02,solar,93855.0
2017-02,wind power turbine,1280626.0
2017-03,combustible fuels,887298.0
2017-03,hydraulic turbine,3515489.0
2017-03,nuclear steam turbine,7351914.0
2017-03,other types of electricity generation,0.0
2017-03,solar,180450.0
2017-03,wind power turbine,1260700.0
2017-04,combustible fuels,676291.0
2017-04,hydraulic turbine,3420127.0
2017-04,nuclear steam turbine,6868248.0
2017-04,other types of electricity generation,0.0
2017-04,solar,192448.0
2017-04,wind power turbine,942638.0
2017-05,combustible fuels,704373.0
2017-05,hydraulic turbine,3647435.0
2017-05,nuclear steam turbine,7043384.0
2017-05,other types of electricity generation,0.0
2017-05,solar,209758.0
2017-05,wind power turbine,700340.0
2017-06,combustible fuels,733858.0
2017-06,hydraulic turbine,3442074.0
2017-06,nuclear steam turbine,7674082.0
2017-06,other types of electricity generation,0.0
2017-06,solar,230980.0
2017-06,wind power turbine,600873.0
2017-07,combustible fuels,850472.0
2017-07,hydraulic turbine,3275406.0
2017-07,nuclear steam turbine,8330900.0
2017-07,other types of electricity generation,0.0
2017-07,solar,258681.0
2017-07,wind power turbine,417547.0
2017-08,combustible fuels,974247.0
2017-08,hydraulic turbine,3115977.0
2017-08,nuclear steam turbine,7921070.0
2017-08,other types of electricity generation,0.0
2017-08,solar,261817.0
2017-08,wind power turbine,526197.0
2017-09,combustible fuels,1265350.0
2017-09,hydraulic turbine,2868947.0
2017-09,nuclear steam turbine,7060359.0
2017-09,other types of electricity generation,0.0
2017-09,solar,248919.0
2017-09,wind power turbine,461995.0
2017-10,combustible fuels,584664.0
2017-10,hydraulic turbine,2865164.0
2017-10,nuclear steam turbine,7498389.0
2017-10,other types of electricity generation,0.0
2017-10,solar,171479.0
2017-10,wind power turbine,924653.0
2017-11,combustible fuels,811816.0
2017-11,hydraulic turbine,3226379.0
2017-11,nuclear steam turbine,7480272.0
2017-11,other types of electricity generation,0.0
2017-11,solar,90020.0
2017-11,wind power turbine,1045223.0
2017-12,combustible fuels,1149986.0
2017-12,hydraulic turbine,3673107.0
2017-12,nuclear steam turbine,8195290.0
2017-12,other types of electricity generation,0.0
2017-12,solar,51863.0
2017-12,wind power turbine,1068494.0
2018-01,combustible fuels,1411911.0
2018-01,hydraulic turbine,3579263.0
2018-01,nuclear steam turbine,8012753.0
2018-01,other types of electricity generation,0.0
2018-01,solar,57282.0
2018-01,wind power turbine,1551780.0
2018-02,combustible fuels,970140.0
2018-02,hydraulic turbine,3176001.0
2018-02,nuclear steam turbine,6807599.0
2018-02,other types of electricity generation,0.0
2018-02,solar,82705.0
2018-02,wind power turbine,1151966.0
2018-03,combustible fuels,878687.0
2018-03,hydraulic turbine,3121381.0
2018-03,nuclear steam turbine,7565383.0
2018-03,other types of electricity generation,0.0
2018-03,solar,179661.0
2018-03,wind power turbine,1115147.0
2018-04,combustible fuels,892664.0
2018-04,hydraulic turbine,2805590.0
2018-04,nuclear steam turbine,6827111.0
2018-04,other types of electricity generation,0.0
2018-04,solar,190495.0
2018-04,wind power turbine,999782.0
2018-05,combustible fuels,568814.0
2018-05,hydraulic turbine,3529145.0
2018-05,nuclear steam turbine,7139208.0
2018-05,other types of electricity generation,0.0
2018-05,solar,273498.0
2018-05,wind power turbine,678721.0
2018-06,combustible fuels,910531.0
2018-06,hydraulic turbine,3256394.0
2018-06,nuclear steam turbine,7183280.0
2018-06,other types of electricity generation,0.0
2018-06,solar,284602.0
2018-06,wind power turbine,703201.0
2018-07,combustible fuels,1952069.0
2018-07,hydraulic turbine,2893069.0
2018-07,nuclear steam turbine,8026040.0
2018-07,other types of electricity generation,0.0
2018-07,solar,299072.0
2018-07,wind power turbine,527066.0
2018-08,combustible fuels,2011781.0
2018-08,hydraulic turbine,2675601.0
2018-08,nuclear steam turbine,8000658.0
2018-08,other types of electricity generation,0.0
2018-08,solar,312312.0
2018-08,wind power turbine,571071.0
2018-09,combustible fuels,1310788.0
2018-09,hydraulic turbine,2707305.0
2018-09,nuclear steam turbine,7412429.0
2018-09,other types of electricity generation,0.0
2018-09,solar,213886.0
2018-09,wind power turbine,649764.0
2018-10,combustible fuels,551096.0
2018-10,hydraulic turbine,3145572.0
2018-10,nuclear steam turbine,7847158.0
2018-10,other types of electricity generation,0.0
2018-10,solar,139716.0
2018-10,wind power turbine,940898.0
2018-11,combustible fuels,839900.0
2018-11,hydraulic turbine,3328991.0
2018-11,nuclear steam turbine,7521960.0
2018-11,other types of electricity generation,0.0
2018-11,solar,82789.0
2018-11,wind power turbine,1199746.0
2018-12,combustible fuels,1054706.0
