date,generation_type,megawatt_hours
2018-07,tidal power turbine,1830.0
2018-07,wind power turbine,74483.0
2018-08,combustible fuels,659069.0
2018-08,hydraulic turbine,22558.0
2018-08,other types of electricity generation,0.0
2018-08,solar,0.0
2018-08,tidal power turbine,1521.0
2018-08,wind power turbine,58279.0
2018-09,combustible fuels,587495.0
2018-09,hydraulic turbine,19942.0
2018-09,other types of electricity generation,0.0
2018-09,solar,0.0
2018-09,tidal power turbine,1447.0
2018-09,wind power turbine,78158.0
2018-10,combustible fuels,612964.0
2018-10,hydraulic turbine,40027.0
2018-10,other types of electricity generation,0.0
2018-10,solar,0.0
2018-10,tidal power turbine,2185.0
2018-10,wind power turbine,114178.0
2018-11,combustible fuels,657608.0
2018-11,hydraulic turbine,92871.0
2018-11,other types of electricity generation,0.0
2018-11,solar,0.0
2018-11,tidal power turbine,1396.0
2018-11,wind power turbine,123524.0
2018-12,combustible fuels,841619.0
2018-12,hydraulic turbine,108709.0
2018-12,other types of electricity generation,0.0
2018-12,solar,0.0
2018-12,tidal power turbine,1764.0
2018-12,wind power turbine,103178.0
2019-01,combustible fuels,890311.0
2019-01,hydraulic turbine,109408.0
2019-01,other types of electricity generation,0.0
2019-01,solar,0.0
2019-01,tidal power turbine,883.0
2019-01,wind power turbine,99204.0
2019-02,combustible fuels,798250.0
2019-02,hydraulic turbine,96675.0
2019-02,other types of electricity generation,0.0
2019-02,solar,0.0
2019-02,tidal power turbine,0.0
2019-02,wind power turbine,106172.0
2019-03,combustible fuels,801075.0
2019-03,hydraulic turbine,87293.0
2019-03,other types of electricity generation,0.0
2019-03,solar,0.0
2019-03,tidal power turbine,37.0
2019-03,wind power turbine,117096.0
2019-04,combustible fuels,569245.0
2019-04,hydraulic turbine,128977.0
2019-04,other types of electricity generation,0.0
2019-04,solar,0.0
2019-04,tidal power turbine,0.0
2019-04,wind power turbine,121553.0
2019-05,combustible fuels,513588.0
2019-05,hydraulic turbine,121955.0
2019-05,other types of electricity generation,0.0
2019-05,solar,0.0
2019-05,tidal power turbine,0.0
2019-05,wind power turbine,81160.0
2019-06,combustible fuels,438773.0
2019-06,hydraulic turbine,99949.0
2019-06,other types of electricity generation,0.0
2019-06,solar,0.0
2019-06,tidal power turbine,0.0
2019-06,wind power turbine,75319.0
2019-07,combustible fuels,553174.0
2019-07,hydraulic turbine,87261.0
2019-07,other types of electricity generation,0.0
2019-07,solar,0.0
2019-07,tidal power turbine,0.0
2019-07,wind power turbine,61531.0
2019-08,combustible fuels,611571.0
2019-08,hydraulic turbine,30462.0
2019-08,other types of electricity generation,0.0
2019-08,solar,0.0
2019-08,tidal power turbine,0.0
2019-08,wind power turbine,63000.0
2019-09,combustible fuels,477968.0
2019-09,hydraulic turbine,39973.0
2019-09,other types of electricity generation,0.0
2019-09,solar,0.0
2019-09,tidal power turbine,0.0
2019-09,wind power turbine,73620.0
2019-10,combustible fuels,559825.0
2019-10,hydraulic turbine,38781.0
2019-10,other types of electricity generation,0.0
2019-10,solar,0.0
2019-10,tidal power turbine,0.0
2019-10,wind power turbine,88547.0
2019-11,combustible fuels,634074.0
2019-11,hydraulic turbine,60652.0
2019-11,other types of electricity generation,0.0
2019-11,solar,0.0
2019-11,tidal power turbine,0.0
2019-11,wind power turbine,99191.0
2019-12,combustible fuels,760711.0
2019-12,hydraulic turbine,135697.0
2019-12,other types of electricity generation,0.0
2019-12,solar,0.0
2019-12,tidal power turbine,0.0
2019-12,wind power turbine,104338.0
2020-01,combustible fuels,887783.0
2020-01,hydraulic turbine,105119.0
2020-01,other types of electricity generation,0.0
2020-01,solar,0.0
2020-01,tidal power turbine,0.0
2020-01,wind power turbine,75365.0
2020-02,combustible fuels,789291.0
2020-02,hydraulic turbine,89289.0
2020-02,other types of electricity generation,0.0
2020-02,solar,0.0
2020-02,tidal power turbine,0.0
2020-02,wind power turbine,76218.0
2020-03,combustible fuels,734338.0
2020-03,hydraulic turbine,89935.0
2020-03,other types of electricity generation,0.0
2020-03,solar,0.0
2020-03,tidal power turbine,0.0
2020-03,wind power turbine,94047.0
2020-04,combustible fuels,495056.0
2020-04,hydraulic turbine,104893.0
2020-04,other types of electricity generation,0.0
2020-04,solar,0.0
2020-04,tidal power turbine,0.0
2020-04,wind power turbine,86459.0
2020-05,combustible fuels,432053.0
2020-05,hydraulic turbine,96091.0
2020-05,other types of electricity generation,0.0
2020-05,solar,0.0
2020-05,tidal power turbine,0.0
2020-05,wind power turbine,90560.0
2020-06,combustible fuels,484883.0
2020-06,hydraulic turbine,50232.0
2020-06,other types of electricity generation,0.0
2020-06,solar,0.0
2020-06,tidal power turbine,0.0
2020-06,wind power turbine,60317.0
2020-07,combustible fuels,616373.0
2020-07,hydraulic turbine,39126.0
2020-07,other types of electricity generation,0.0
2020-07,solar,0.0
2020-07,tidal power turbine,0.0
2020-07,wind power turbine,42039.0
2020-08,combustible fuels,608645.0
2020-08,hydraulic turbine,15646.0
2020-08,other types of electricity generation,0.0
2020-08,solar,0.0
2020-08,tidal power turbine,0.0
2020-08,wind power turbine,57681.0
2020-09,combustible fuels,555531.0
2020-09,hydraulic turbine,18318.0
2020-09,other types of electricity generation,0.0
2020-09,solar,0.0
2020-09,tidal power turbine,0.0
2020-09,wind power turbine,72452.0
2020-10,combustible fuels,568161.0
2020-10,hydraulic turbine,23118.0
2020-10,other types of electricity generation,0.0
2020-10,solar,0.0
2020-10,tidal power turbine,0.0
2020-10,wind power turbine,79941.0
2020-11,combustible fuels,596482.0
2020-11,hydraulic turbine,38000.0
2020-11,other types of electricity generation,0.0
2020-11,solar,0.0
2020-11,tidal power turbine,0.0
2020-11,wind power turbine,87612.0
2020-12,combustible fuels,657691.0
2020-12,hydraulic turbine,84350.0
2020-12,other types of electricity generation,0.0
2020-12,solar,0.0
2020-12,tidal power turbine,0.0
2020-12,wind power turbine,87696.0
2021-01,combustible fuels,819820.0
2021-01,hydraulic turbine,88301.0
2021-01,other types of electricity generation,0.0
2021-01,solar,0.0
2021-01,tidal power turbine,0.0
2021-01,wind power turbine,72587.0
2021-02,combustible fuels,770566.0
2021-02,hydraulic turbine,75196.0
2021-02,other types of electricity generation,0.0
2021-02,solar,0.0
2021-02,tidal power turbine,0.0
2021-02,wind power turbine,79889.0
2021-03,combustible fuels,717234.0
2021-03,hydraulic turbine,82365.0
2021-03,other types of electricity generation,0.0
2021-03,solar,0.0
2021-03,tidal power turbine,0.0
2021-03,wind power turbine,134192.0
2021-04,combustible fuels,446157.0
2021-04,hydraulic turbine,120135.0
2021-04,other types of electricity generation,0.0
2021-04,solar,0.0
2021-04,tidal power turbine,0.0
2021-04,wind power turbine,115478.0
2021-05,combustible fuels,468761.0
2021-05,hydraulic turbine,90151.0
2021-05,other types of electricity generation,0.0
2021-05,solar,0.0
2021-05,tidal power turbine,0.0
2021-05,wind power turbine,96494.0
2021-06,combustible fuels,435282.0
2021-06,hydraulic turbine,63984.0
2021-06,other types of electricity generation,0.0
2021-06,solar,0.0
2021-06,tidal power turbine,0.0
2021-06,wind power turbine,96295.0
2021-07,combustible fuels,569685.0
2021-07,hydraulic turbine,30310.0
2021-07,other types of electricity generation,0.0
2021-07,solar,0.0
2021-07,tidal power turbine,0.0
2021-07,wind power turbine,68030.0
2021-08,combustible fuels,624835.0
2021-08,hydraulic turbine,17576.0
2021-08,other types of electricity generation,0.0
2021-08,solar,0.0
2021-08,tidal power turbine,0.0
2021-08,wind power turbine,57331.0
2021-09,combustible fuels,480236.0
2021-09,hydraulic turbine,29449.0
2021-09,other types of electricity generation,0.0
2021-09,solar,0.0
2021-09,tidal power turbine,0.0
2021-09,wind power turbine,85378.0
2021-10,combustible fuels,604993.0
2021-10,hydraulic turbine,27620.0
2021-10,other types of electricity generation,0.0
2021-10,solar,0.0
2021-10,tidal power turbine,0.0
2021-10,wind power turbine,80629.0
2021-11,combustible fuels,598141.0
2021-11,hydraulic turbine,52023.0
2021-11,other types of electricity generation,0.0
2021-11,solar,0.0
2021-11,tidal power turbine,0.0
2021-11,wind power turbine,105791.0
2021-12,combustible fuels,693691.0
